project_id,title,completion_year,supervisors
BPH000395,QUALITY ASSESSMENT OF SELECTED ARTEMETHER-LUMEFANTANTRINE BRANDS CIRCULATING IN TANZANIA MARKET,2013,MR.WANNDE
BPH000396,ANTIFUNGAL ACTIVITY OF THE PLANT EUPHORBIA CORTINIFOLLA L AGAINST FUNGI CAUSING ONYCHOMYCOSIS,2013,RUNYORO; NGASSAPA
BPH000397,KNOWLEDGE AND USE OF FOLIC ACID AMONG PREGNANT WOMEN,2013,KAGASHE
BPH000398,ASSESSMENT OF QUALITY OF FERROUS SULPHATE AND FOLIC ACID TABLETS AND CAPSULES,2013,KAALE
BPH000399,SCREENING FOR MOSQUITO LARVICIDAL ACTIVITIES OF VARIOUS EXTRACTS OF ZANTHOXYLUM LINDENSE AND ZANTHOXYLUM HOLTZIANUM,2013,NGASSAPA; RUNYORO
BPH000400,ASSESSMENT OF INFORMATION GIVEN TO PATIENTS ON DISCHARGE DAY ON USES AND HOME STORAGE OF NITROGLYCERINE SUBLINGUAL TABLETS BY RESPONSIBLE HEALTH PERSONNEL IN MNH.,2013,CHAMBUSO
BPH000401,SCREENING FOR ANTIMICROBIAL ACTIVITY OF VARIOUS EXTRACTS OF ZANTHOXYLUM LINDENSE AND ZANTHOXYLUM HOLTZIANUM,2013,RUNYORO; NGASSAPA
BPH000402,ASSESSMENT OF KNOWLEDGE ATTITUDE AND PRACTICE ON THE USE OF NATURAL ANTIOXIDANTS TOWARDS CANCER PREVENTION AMONG HEALTH PERSONNEL AT MUHIMBILI,2013,MALELE
BPH000403,ASSESSMENT OF FACTORS ASSOCIATED WITH IMPROVEMENT OF CNS ILLNESS AMONG HIV PATIENTS ATTENDING MNH.,2013,NGAIMISI
BPH000404,"ASSESSMENT OF RISK FACTORS FOR DIABETES MELLITUS IN ERA OF HIV, ART USE AND CHANGING LIFESTYLE",2013,NGAIMISI
BPH000405,EVALUATION OF TOXICITY AND IN VIVO ANTITRYPANOSOMAL ACTIVITIES OF ALBIZIA GUMMIFERA,2013,SEMPOMBE; MUGOYELA
BPH000406,ASSESSMENT OF FACTORS INFLUENCING AGE OF DIAGNOSIS AND TIME TO DEVELOP COMPLICATIONS OF DIABETES MELLITUS IN PATIENTS ATTENDING MNH,2013,NGAIMISI
BPH000407,"TO ASSESS THE KNOWLEDGE AND ATTITUDES TOWARDS MORPHINE USE IN PAIN MANAGEMENT AMONG CLINICIANS AT MNH, DAR ES SALAAM TANZANIA.",2013,HAULE
BPH000408,"ANTIBACTERIAL ACTIVITY OF CHLORAMPHENICOL, TETRACYCLINES AND MICROLIDES FROM THREE BORDERS REGIONS OF TANZANIA",2013,MWAMBETE
BPH000409,AVAILABILITY AND USE OF SUNSCREENS AMONG PEOPLE WITH ALBINISM IN SELECTED SOCIETIES IN DAR ES SALAAM,2013,KAGASHE
BPH000410,ASSESSMENT OF KNOWLEDGE OF PHARMACY DRUG DISPENSERS ABOUT QUALITY OF MEDICINES IN RETAIL PRIVATE COMMUNITY PHARMACIES IN DSM. CITY,2013,KALALA
BPH000411,DEVELOPMENT AND VALIDATION OF HPTLC ï¾– DENSITOMETRIC METHOD FOR ANALYSIS OF ANTIFUNGAL DRUG NYSTATIN,2013,MANYANGA
BPH000412,"ASSESSMENT OF KNOWLEDGES, SKILLS AND ATTITUDES OF DISPENSERS RELATED TO DISPENSING PRESCRIPTION ONLY MEDICINE IN DSM.",2013,KAMUHABWA; MS. BETTY MAGANNDA; MS. BETTY MAGANDA
BPH000413,RATIONAL PRESCRIBING AND USE OF DIGOXIN FOR CONGESTIVE HEART FAILURE AT MNH.,2013,KAMUHABWA
BPH000414,"ASSESSMENT OF ANTIBACTERIAL EFFECTS OF QUINOLONES, AMINOGLYCOSIDES AND PENICILLIN ï¾– DERIVERTIVES FROM THREE REGIONS ALONG THE BOARDERS OF TANZANIA",2013,MWAMBETE
BPH000415,A RETROSPECTIVE ANALYSIS OF THE ACUTE POISONING CASES RECEIVED AT MUHIMBILI NATIONAL HOSPITAL FROM JULY 2009 TO JUNE 2012,2013,HAULE
BPH000416,DEVELOPMENT AND VALIDATION OF HPTLC DENSITOMETRIC METHODS FOR SELECTED ANTIFUNGAL DRUGS.,2013,KAALE
BPH000417,MICROBIOLOGICAL ASSESSMENT OF AMOXILILLIN AND CO-TRIMOXAZOLE AVAILABLE IN FIVE REGIONS ALONG THE BORDERS OF TANZANIA,2013,MWAMBETE
BPH000418,MARKET SHARE OF ANTIBACTERIAL AGENTS USED IN TANZANIA IN 2012 AND THEIR COST ANALYSIS,2013,WANNDE
BPH000419,EXPLORING MANAGEMENT OF MOTHERS AT RISK OF DELIVERING PREMATURE NEONATES AND DELIVERED PREMATURE NEONATES IN TERTIARY HOSPITALS IN DSM.,2013,MINZI
BPH000420,PRE-FORMULATION STUDIES OF LAMIVUDINE/TENOFOVIR DF (300/300MG) FDC TABLETS,2013,KAALE
BPH000421,"PREVALENCE OF SELF MEDICATION AMONG THE UNDERGRADUATE STUDENTS OF MUHAS, IMTU AND HKMU",2013,TEMU
BPH000422,PRE-FORMULATION STUDIES OF LAMIVUDINE/TENOFOVIR OF (300/300MG) FDC TABLETS,2013,KAALE
BPH000423,The nutrition value and metal profile in Rumexusambarensis and Trichodesmazeylanicum,2014,
BPH000424,The proximate analysis and quantification of vitamins in Kigeliaafracana,2014,
BPH000425,Factors associated with pregnancy in HIV positive women using oral contraceptives.,2014,
BPH000426,Screening of antimicrobial activities of propolis from different parts of kilimanjaro.,2014,
BPH000427,Antimicroibial susceptibility profiling of microorganisms isolated from raw vegetables.,2014,
BPH000428,Proportion of hypertensive patients who recieve fewer drugs than the prescribed number yet respond well.,2014,
BPH000429,Use of complementary and alternative medicine in chronic diseases; diabetes and epilepsy,2014,
BPH000430,Indirect imprint sampling technique using filter paper pads for microbial assay,2014,
BPH000431,The prevalance and management of sickle cell disease in children at MNH,2014,
BPH000432,The study in Dar-es-salaam to investigate antibiotic reisistance by chicken’s bacteria with ability to infect humans.,2014,
BPH000433,"Assessment of presence and quantity of microbial contaminants in packaged liquid preparations (TUMBO mixture) from ITM, MUHAS",2014,
BPH000434,Stability studies of reconstituted ampiclox under simulated home storage condiitons.,2014,
BPH000435,Antioxidant activity of Mengifera extracts,2014,
BPH000437,Association Between Hiv And Abo Blood Groups Among Donors At Muhimbili National Hospital.,2014,
BPH000438,Effect of moisture on qualitative and quantitative analysis of efavirenz by near infrared spectroscopy,2014,
BPH000440,Comaprison of the amount of larvicidal compound isolated from the four Kotschya species harvested during wet and dry seasons of the year,2014,
BPH000441,In vivo antitrypanosomal activity of crude extracts from Synadeniumglaucescens and Dichrostachyscinerea,2014,
BPH000443,Screening of herbak formulations for the anticandida activity,2014,
BPH000444,Comparison of understanding and use of dietary supplements between general population and health care providers.,2014,
BPH000445,Self medication during period of pregnancy to delivery time,2014,
BPH000446,Assessment of complaincne of artemether lumefantrine combination therapy in management of pediatric malaria as per Tanzania treatment guidelines in DSM,2014,
BPH000447,In vivo determination of pharmacokinetic interaction between nevirapine and metformin in rabbits.,2014,
BPH000449,"Traditional methods/ products used in treatment of eye diseases and conditions in Misungwi District; Ethnomedical Survey, safety awareness and evaluation",2014,
BPH000450,Prevalance and microbiological profile of urinary tract infection among low income primary school children in DSM,2014,SANGEDA
BPH000451,Assessment of Effectiveness Of Herbal Drugs For Erectile Dysfunction In Dar Es Salaam,2014,
BPH000452,Antibiotic susceptibility of bacterial pathogens in otitis media,2014,
BPH000453,Development method validation on Pumu mixture.,2014,
BPH000454,Assessment of the effect of prepacking on the physical characteristics of medicines.,2014,
BPH000455,Assessment Of Drug Wastage In Operating Theatre.,2014,
BPH000456,Assessment of medicines wastage in operating theatre a case of muhimbili national hospital,2014,
BPH000457,Stability of reconstituted amoxycillin suspension under simulated home storage conditions.,2014,
BPH000458,Ethnopharmacological survey of plants used for gynaecological problems in kikolo district and studies on anti-fertility and toxicity of two plants.,2014,
BPH000459,Tanzanian plants used as antihelmintics:literature review and biological testing,2014,
BPH000460,Developement and validation of high permorfance thin layer chromatography methods for quantititave analysis of doxycycline hyclate in pharmaceutical products.,2014,
BPH000461,Prevalance of anticancer induced side effects and its management in pediatric patients at MNH,2014,
BPH000463,Assesment of price and availabilty of artemisinin combination therapy in community Pharmancy in Kinondoni,2015,
BPH000464,Assessment of knowledge and attitude among nurse attendant : a case of Muhimbili national hospital (MNH),2015,
BPH000465,Comparative assessment of mosquito larvicidal activity of neorautaneniamitis and gnidiakraussiana,2015,
BPH000466,Assessment of post market authorization labelling requirement variability for selected medicines in Dar es salaam,2015,
BPH000467,Investigation of the phytochemicals and antimicrobial activity of terminaliasericea leaves used by traditional healers in iringa region,2015,
BPH000468,Investigation of uterotonic activity of the stem barks of grewiasimilisk.schum(tilliaceael),2015,
BPH000469,"Toxicity evaluation of abrusprecatorius seeds collected from bunda district , tanzania",2015,
BPH000470,Investigation of uterotonic activity of the stem barks of grewiasimilisk.schum(tilliaceael),2015,
BPH000471,Antimicrobial activity of propolis from two regions of tanzania,2015,
BPH000473,ASSESSMENT OF MICROBIAL QUALITY OF pasteurized milk AVAILABLE IN DAR ES SALAAM MARKET,2015,
BPH000474,Evaluation of antimicrobial and cytotoxicity activity of opuntiastricta stem,2015,
BPH000475,Quantification of mangiferin in Mangifera cream,2015,
BPH000476,ASSESSMENT OF THE EFFECTIVENESS OF SP monthly doses for prevention of malaria and anemia in pregnant women visiting the antenatal clinic at Mnazimmoja hospital,2015,
BPH000477,PREVALENCE OF UTI AMONG PREGNANT WOMEN ATTENDING ANTENATAL CLINICS IN DAR ES SALAAM HEALTH FACILTIES,2015,
BPH000478,Larvicidal activity of essential oils from plant species (lippajavanica and athrixiarosmarinifolia) collected in mbeya region.,2015,
BPH000479,Assessment on the availability and use of protective gears among car painters in relation to upper respiratory tract diseases in dsm,2015,
BPH000480,Treatment outcome of artemetherlumefantrine in malaria patients with mixed plasmodium species infections in public health facilities in dares salaam,2015,
BPH000481,Analysis of heavy metal in raw materials used for preparation of Pumu and Tumbo herbal medicines,2015,
BPH000482,Bacterial profile of chopping boards “chips kuku”vendors around Muhimbili national hospital,2015,
BPH000483,"Screening of herbal products (PUMU MIXTURE, INI MIXTURE and TUMBO MIXTURE) produced at ITM for microbial contamination levels",2015,
BPH000484,Assessment of availability of banned ketoconazole in community pharmacies in Dar-es-salaam,2015,
BPH000485,"""Effective of preservative in local herbal cosmetics (cream and lotions).",2015,
BPH000486,assessment of antitrypanocidal activity of crude extracts (mushroom)from cantharelluscongolensis and cantharellusplatyphyllus,2015,
BPH000487,Investigating wound healing activity of chommipheraswytonniiburt exudates,2015,
BPH000488,Evaluation of effectiveness of hospital disinfectant commonly used at MNH in floor cleanliness,2015,
BPH000489,Assessment of knowledge and practice of dispensers in community pharmacies on management of acute watery diarrhea in children,2015,
BPH000490,"Assessment of knowledge, attitude and preferences of contraceptive methods among women in kinondoni district, dares salaam.",2015,
BPH000491,A COMPARATIVE ASSESMENT OF ANTIMICROBIAL EFFICACY OF DIFFERENT TOOTHPASTES COMMONLY USED IN DAR ES SALAAM,2015,SANGEDA
BPH000492,Assesment of antibacterial and antifungalactivity of N. MITIS AND Gnidiakraussiana crude extract,2015,
BPH000493,PREVALENCE AND ANTIBACTERIAL SENSITIVITY OF BACTERIA CAUSING URINARY TRACT INFECTION IN CHILDREN WITH SICKLE CELL DISEASE,2015,SANGEDA
BPH000494,ASSESSMENT OF ADHERANCE TO HEMATINICS IN PREGNANT WOMEN ATTENDING SELECTED MATERNAL AND CHIL HEALTH CLINIC IN DAR-ES-SALAAM,2015,
BPH000495,A comparative study on the role played by general community Vs that played by drugs dispensed in fighting against medicines counterfeit.,2015,
BPH000496,Antimicrobial activity of honey collected from five regions of Tanzania,2015,
BPH000497,"Larvicidal activity of essential oils of plants from the plant species growing in Kilimanjaro region,tanzania",2015,
BPH000498,"Assessment of knowledge, attitude and practice among secondary school student on pharmaceutical products used for dental hygiene at ilala district in dsm",2015,
BPH000499,Assessment of implementation of malaria preventive therapy among HIV infected pregnant women in public health facilities in kinondoni,2015,
BPH000500,Screening of antifungal activity of honey from selected regions of Tanzania,2015,
BPH000502,INVESTIGATION ON THE USE OF DISINFECTANTS IN PEDICURE AND MANICURE SALONS IN DAR ES SALAAM,2015,
BPH000503,ASSESSMENT OF MANAGEMENT OF ACUTE UPPER RESPIRATORY TRACT INFECTIONS BY THE DISPENSARIES IN RETAIL COMMUNITY PHARMACY,2015,
BPH000504,MEDICINE INFORMATION NEEDS AND SOURCES FOR PATIENTS AND DISPENSERS AT DAR ES SALAAM COMMUNITY PHARMACIES,2015,
BPH000505,COMPARATIVE ASSESMENT OF MOQUITO LARVICIDAL ACTIVITY AND TOXICITY POTENTIAL (BRIME SHRIMP TEST) OF COMMIPHORA MERICERI AND PHYLLANTHALUS ENGLERI EXTRACTS,2015,
BPH000506,Assessment of availability and prescribing pattern of anti-malarial drug monotherapies in private dispensaries and community pharmacies in Dar es Salaam,2015,
BPH000507,"Assessment of knowledge,attitude,practice and identity of skin bleaching agents: a case study of women in Kinondoni area, dsm",2015,
BPH000508,Assessment of factors affecting adherence to medications for cardiovascular diseases among elderly patients attending cardiac clinics,2015,
BPH000509,Investigating the rate of survival in HIV patients after five years of HAART initiation in Dar es salaam.,2015,
BPH000510,Comparison of pregnancy outcomes btn adherent and non-adherent mothers in setting with presumed low incidence of malaria.,2015,
BPH000511,ASSESSMENT OF ATTITUDE AND PERCEPTIONS AMONG DOCTORS AND NURSES TOWARDS THE ROLE OF PHARMACISTS IN EMD IN DSM,2015,
BPH000512,Assessment of the management of severe malaria in under-fives admitted in public health facilities.,2015,
BPH000513,"Assessment of knowledge, attitude, practice and identity of skin bleaching agents among women's of higher learning institutions in dares salaam",2015,
BPH000514,Investigation of in vitro anthelmintic activity of the two strychnos,2015,
BPH000515,investigating the challenges faced by the local pharmaceutical industries in packaging and labelling their products,2015,
BPH000516,ASSESSMENTOF KNOWLEDGE ON RATIONAL USE OF VETERINARY DRUGS AMONG POULTRY KEEPING IN ILALA DISTRICT,2015,
BPH000517,"Investigation of phytochemical profile ,antimicrobial and anti helmintic activity of syzygiumgiuneense seeds.",2015,
BPH000518,NNRTIs drug interaction with Moringaoleifera (mlonge),2015,
BPH000520,DETERMINATION OF HEAVY METALS IN LIPSTICKS AND NAILPOLISHES,2015,
BPH000521,HIV TB Co morbidity investigtng the rate of survival and associated clinical outcomes afrer five years of treatment in dares salaam.,2015,
BPH000522,ASSESSMENT OF AWARENESS AND ATTITUDE TOWARDS CONTROL OF EBOLA INFECTIONS AMONG COMMUNITY PHARMACY WORKERS IN DAR ES SALAAM,2015,SANGEDA
BPH000523,Phytochemical screening and cytotoxicity of Neorauteneniamitis and Gnidiakraussiana,2015,
BPH000524,THE IMPORTANCE OF DETERMINING PLASMA LEVELS OF non nucleoside reverse transcriptase inhibitors among patients switching from first line to second line Anti retroviral therapy.,2015,
BPH000525,Comparison on the quality of locally made and imported paracetamol and ibuprofen circulating in dares salaam,2015,
BPH000526,Assessment of knowledge and practice of injection safety among workers of Tanzanian prison health facilities in Dar es salaam.,2015,
BPH000527,"Comparison of preparedness among nurses about reporting adverse drug reaction in public hospitals in DSM, Tz",2016,
BPH000528,"Analysis of minerals, microbial contamination and helminths egg/ova in geophagic clay collected in local Markets ni Dar-es-Salaam",2016,
BPH000529,HIGH Performance Thin Layer Chromatography Densitometric Screening for The Presence of Sildenafil in Octtopus Soup sold in Different Parts of Dar esSalaam,2016,
BPH000530,"Knowledge, Attitude And Practices Of Health Care Providers Towards Isoniazid Preventive Therapy Provision To Hiv Infected Patients In Dar-Es-Salaam Tanzania",2016,
BPH000531,Antiepileptic Activities Of Plants Used To Treat Epilepsy In Nkasi-Rukwa Region,2016,
BPH000532,HPTLC Densitometric Screening for Senna and Sibutramine in Herbal Slimming Products Present in Dar-Es-Salaam Market,2016,
BPH000533,Mosquito larvicidal activity of essential oil of Vernoniahildebrandtii and methanol extract of Premnachrysoclada,2016,
BPH000534,Long term treatment outcomes among patients under Efavirenz or Nevirapine base ART: influence of geniticvariation in CYP2B6,2016,
BPH000535,Assessment on adherence of reccommended dietary intake in pregnant women in Ilala and Kinondonimunicipals.,2016,
BPH000536,Availability of DihydroartemisininPiperaquine for treatment of uncomplicated Malaria at public health facilities in Kinondoni Municipal,2016,
BPH000537,Fungal Contamination Of Groundnuts And Groundnuts Product,2016,SANGEDA
BPH000538,Quality of veterinary medicine circulating in Tanzania market,2016,
BPH000539,"Study On Self Supplementation With Nutritional Supplements Covering Households In Ilala And Kinondoni Municipality, DarEs Salaam.",2016,
BPH000540,"Ethopharmacological survey, phytochemical screening, antimicrobial activity and safety assessment of Duospermacrenetum roots",2016,
BPH000541,Screeening for anticonvulsant activity of essential oil from Schimismolle and methanolic extract from Aframomum mala.,2016,
BPH000542,Bacteriological assessment of air quality of neonatal wards in Dar es salaam referral hospitals and resistance profiling of microorganisms,2016,
BPH000543,Phytochemical screening and antimicrobial potency of root tuber extract of Pyrencanthakaurabassana,2016,
BPH000544,"Assessment of the quality and safety of laundry detergent powders circulating in Kinondoni district, DSM",2016,
BPH000545,Determination of prevalence of antibiotic resistant bacteria in hospital wastewater,2016,
BPH000546,Screening of mosquito larvicidal activity of extracts from Aframomum mala and Zanthoxyluchalybeum,2016,
BPH000547,Microbial quality of packaged tomato sauce available in Dar es Salaam market,2016,
BPH000548,"Assessment of adherence to storage conditions of DAKTACORT cream among community pharmacies and medical stores in Dar-es-salaam ,Tanzania",2016,
BPH000549,Interns' knowledge of nutritional assessment of overweight and obese children and adolescents in Dar es Salaam,2016,
BPH000550,"Antimicrobial activity, toxicity animal studies and metal analysis of Securidacalongipedunculata and Manihotgraziovii leaves",2016,
BPH000551,Patterns of antibacterial use at Kibasila ward in Muhimbili National Hospital,2016,SANGEDA
BPH000552,Role of community pharmacy workers in management of diabetes in Kinondoni district,2016,
BPH000554,Prevalence of pathogenic bacteria in swimming pools of Kigamboni hotels,2016,
BPH000555,In vitro dissolution study of two selected Albendazolegenrics tablets available in Tanzania,2016,
BPH000556,Evaluation of antimicrobial activity of Cissusquadrangularis mixed with Kiruturutubahari used by traditional healer in Bagamoyo district.,2016,
BPH000557,Evaluation of ceftriaxone utilization among inpatients in both private and public hospitals in Dar. Comparative study,2016,
BPH000558,Evaluation of antimicrobial activity of leaves of Crotalaria labunoides as well as acute toxicity,2016,
BPH000559,Screening for diethylene glycol (DEG) in toothpaste brands circulating in Dar es Salaam market,2016,
BPH000560,Assessment of prevalence of selfmedication with antimalarial drugs by secondary school students.,2016,
BPH000561,Bioguided isolation of uterotonic compounds from stem barks of Grewiasimilis k. Schum(Tiliaceae),2016,
BPH000562,Assessment of labelling compliance and metal profile of medicated soap products sold in Dar-es-Salaam retail and cosmetic shops.,2016,
BPH000563,Evaluation of potential aphrodisiac activity of octopus soup in male rats,2016,
BPH000564,"Assessment of Health Related Effects and Screening for Chemical Composition of Selected Local Brews Available in Rombo District, Tanzania.",2016,
BPH000565,Investigation of antitrypanosomial activity of crude extract from Lantana camara aerial parts on Trypanosomabruceibruce,2016,
BPH000566,Assessment of antitrypanosomial activity of crude extract of Carica papaya roots in Trypanosomabruceibrucei species,2016,
BPH000567,Heavy metal analysis of Raw material and Prodcuts of the PUMU and TUMBO herbal mixtures,2016,
BPH000570,High performance thin layer chromatography densitometric screening for Sildenafil adulterated in herbal sexual dysfuction medicines available in the Dar es Salaam market.,2016,
BPH000571,Assessment of bacteriological quality of domestic drinking water and water disinfection practices in Kinondoni Municipal,2016,
BPH000573,HPLC densitometric screening of heroin and cocaine in baobab seed snacks sold around English medium schools in Dar es Salaam,2016,
BPH000574,Antimicrobial activity of extracts of Nidorellaresedifolia and essential oils of Athrixiarosmarinifolia.,2016,
BPH000576,Hypouricemic Activity Of Musa Sapientum In Hyperuricemia Induced Mice.,2017,
BPH000577,Assessment of dispensing practice of emergency contraceptive in community pharmacy in dar-es-salaam.,2017,
BPH000578,ASSESSMENT OF ACUTE TOXICITY OF LEAF EXTRACT FROM Strychnos Innocua AND Strychnos Spinose.,2017,
BPH000579,Assessment Of Challenges Faced By Pharmacy Owners Due To Existance Of Unregulated Brug Shops(Dldb) In Kinondoni.,2017,
BPH000580,Assessment Of Awareness Towards An Online System Of Reporting Adverse Drug Reactions And Its Patterns Reported In Public And Private Hospitals Of Dar-Es-Salaam.,2017,
BPH000581,Prevalence of skin senstizing chemicals in hair dyes and henna tattoos products sold in the dar-es-salaam market.,2017,
BPH000582,Screening For Antimicrobial Activity Of Vitex Mombassae (Verbenaceae),2017,
BPH000583,ANTIMCROBIAL ACTIVITY OF LEAF EXTRACT OF Panicum tricholadum K. Schum (poaceae).,2017,
BPH000584,Awareness Of Side Effeects Of Cervical Cancer Risk Factors And Altitudes Towards Screening Among Women Teachers In Ilala Municipality.,2017,
BPH000585,Availability Of Fluconazole In Accredated Dispensing Drug Outlets Located In Kinondoni And Ubungo District.,2017,
BPH000586,Assessment of the extent at which university curricula prepare regulatory pharmacists in Tanzania to perform their functions,2017,
BPH000587,"Assessment of the effect of octopus hot water extract on intrinsic libido, sexual potency and weights of sexual organs in male albino mice.",2017,
BPH000588,Phytochemical Screening And Assessment Of Antbacterial Activity Of Diospyros Fischeri Leaves.,2017,
BPH000589,Evaluation Of Antimicrobial Activity Of Singwai A Maasai Herbal Preparation.,2017,
BPH000590,Quantification Of Quinine Cinchona Stem Bark In Tanzania From Lushoto.,2017,
BPH000591,Assessment Of Selected Quality Parameters Of Surface Water Supplied By Dawasco,2017,
BPH000592,Evaluation Of Antimicrobial Activities For Hand Washing Soaps Available In Dar Market.,2017,
BPH000593,Inferring Antimicrobial Consumption From Tfda Human Medicine Importation Data From 2010 To 2016,2017,SANGEDA
BPH000594,"Labelling Of Dispensed Medicines, The Role Of Dispensers In Label Information And Patients Knowledge On Proper Use Of Medicines.",2017,
BPH000595,ASSESSMENT OF ANTIMICROBIAL ACTIVITY OF maytenus mossambincesis.,2017,
BPH000596,ANTICOVULSANT ACTIVTY OF LEAVES OF steganotaenia araliaceae (apiaceae) IN ALBINO MICE.,2017,
BPH000597,Evaluation Of Antibacterial Activities Of Soot And Black Ashes From Banana Peels.,2017,SANGEDA
BPH000598,Fecal contamination of hands of a primary school pupils in ilala district.,2017,
BPH000599,"Assessment Of Inhaler Use Instructions From Dispensers At Community Pharmacies In Ilala District , Dar-Es-Salaam.",2017,
BPH000600,"Availabilty And Handling Of Psychotropic Drugs In Community Pharmacies In Ilala District, Dar-Es-Salaam.",2017,
BPH000601,"Ability Of Women Ante And Post Natal Clinics To Use Patient Information Leaflets In Temeke District , Dar-Es-Salaam.",2017,
BPH000602,Antimicrobial Activity Of Household Disinfectant Against Common Hosiptal Pathogens,2017,
BPH000603,Assessment Of Uniformity Among Various Samples Of Singwai A Maasai Herbal Medicine,2017,
BPH000604,"Antidiabetic, Antimicrobial And Pytochemical Screening On D. Steudneri Leaves Extract Collected From Muleba District In Kagera.",2017,
BPH000605,Assessment Of The Management Of Oclar Conditions In The Central Business Area Of Ilala District,2017,
BPH000606,Investigation Of Toxicity Observed In Syzygium Guineense Seed,2017,
BPH000607,Quantitative And Qualitative Analysis Of Strychnos Innocua And Strychnos Spinosa Phytochemicals.,2017,
BPH000608,Microbial Assessment Of Sugar Cane Juice.,2017,
BPH000609,Assessment of risk factors associated with renal failure among patients admitted and attending dialysis clinic at muhimbili national hospital.,2017,
BPH000610,"Assessment Of The Utilization Of Gruseofluvin Within The Community Pharmacies In Kinondoni District, Dar-Es-Salaam.",2017,
BPH000611,Menstrual Disorders And Treatment Seeking Behavior A Study Among Secondary School Female Adolescents In Ilala Dar-Er-Salaam.,2017,
BPH000612,Determination of wound healing activity of exudates from stem bark of commiphora swynnertonii. Burrt burseraceae on wounds inflicted animal models.,2017,
BPH000613,"Investigation Of Selected Quality Parameters Of Emerginor And P2 Emergency Contraceptives Pills In Dar-Es-Salaam , Tanzania.",2017,
BPH000614,Knpwledge And Factors Affecting Uptake Of Intermitent Preventive Treatment Among Pregnant Women At Different Antenatal Clinics In Dar-Es-Salaam.,2017,
BPH000615,"Evaluation Of Chronic Toxicity Of Crotalaria Laburnoides Leaves Collected From Iramba District, Singida.",2017,
BPH000616,The Prevalence Of Health Related Hazards Of Benzene Among Electronic Devices Technical Workers.,2017,
BPH000617,Screening for the presence of potassium bromate in the bread brands available in dar-es-salaam market.,2017,
BPH000618,Assessment Of Patient Awareness On Management Of Heart Failure At Jakaya Kikwete Cardiac Institute,2017,
BPH000619,Antifungal Activity Of Baobab Pulp Powder Against Candida Albicans,2017,
BPH000620,Can levothroxine be used as a weight control product in obese people?,2017,
BPH000621,Assessment Of The Management Of Highly Preveiling Side Effects Of Antpyschotic Drugs Commonly Prescribed At Muhimbili Hospital In Psychiatric Unit.,2017,
BPH000622,"MANAGEMENT OF PEPTIC ULCER DISEASE USING MEDICINAL PLANTS IN MISSENYI AND KARAGWE DISTRICTS, KAGERA REGION",2018,
BPH000623,Antimicrobial activity and phytochemical profile of Chassalia umbrat,2018,
BPH000624,"Assessment of awareness of patients using antidiabetics on identification and reporting methods of adverse drug reaction at MNH diabetic Clinic"".",2018,
BPH000625,Investigation of insecticidal activity and chemical composition of essential oil from Tetradenia urticifolia.,2018,
BPH000626,The enzymatic modification potential of Pleurotus ostreatus on the chemical nature of lamivudine and efavirenz,2018,
BPH000628,PHARMACISTS INTERVENTION ACTIVITIES AGAINST COUNTERFEIT AND FALSIFIED MEDICINES,2018,
BPH000629,Comparison between the efficacy of heat drawn castor oil and cold drawn castor oil in hair growth,2018,
BPH000630,Assessment of p.gingivalis among Hypertensive patients,2018,
BPH000631,Assessment of adverse drug reaction self-reporting awareness and Attitude among outpatients at MNH,2018,
BPH000632,Investigation of antimicrobia activity from barks and leaf extract of Maerua triphylla from Dodoma region,2018,
BPH000633,PROXIMATE ANALYSIS AND DROWSINESS EFFE CT OF STRYCHNOS SPINOSA LAM FRUIT PULP,2018,
BPH000634,"Knowledge, attitude and use of herbal products for treatment of acne among female students in higher learning institutions in Dar es salaam",2018,
BPH000636,ASSESSMENT OF POTENTIAL SIDE EFFECTS AND THEIR MANAGEMENT IN HIV INFECTED PATIENTS ON ANTIRETROVIRAL FIRST LINE OPTIONS,2018,
BPH000637,VALUATION OF WOUND HEALING ACTIVITY OF CRUDE EXTRACTS FROM Trichodesma zeylanicumm LEAVES ON WOUND INFLICTED ALBINO MICE.,2018,
BPH000638,IN VITRO ANTIBACTERIAL ACTIVITY OF TANZANIAN GARLIC,2018,
BPH000639,Effect of crude root extract from Conyza bonariensis on uterine contractility,2018,
BPH000640,PRESCRIPTION AUDIT IN DAR ES SALAAM PUBLIC HOSPITALS USING MEDSCAPE SOFTWARE.,2018,
BPH000641,PREPARATION OF ETHANOL FROM SUCROSE AND PINEAPPLES BY FERMENTATION,2018,
BPH000642,In vitro antibacterial synergism of fresh garlic extract to amoxicillin.,2018,
BPH000643,COMPARISON OF YIELD AND EVALUATION OF STARCH PREPARED FROM LOCALLY AVAILABLE CASSAVA VARIETIES,2018,
BPH000644,PREPARATION OF HAND LIQUID SOAP,2018,
BPH000645,A STUDY OF PLANTS USED TO TREAT EPILEPSY IN KIKUYU VILLAGE DODOMA REGION,2018,
BPH000646,DEVELOPMENT AND VALIDATION OF DENSITOMETRIC METHOD FOR ANALYSIS OF CEPHALEXIN,2018,
BPH000648,Consumption trend of antiviral and antifungal agents for systemic use in Tanzania from 2010 to 2017.,2018,
BPH000649,EXAMINING THE KNOWLEDGE OF PHARMACEUTICAL TECHNICTIANS IN THE USE OF TOPICAL STEROIDS CREAMS AND OINTMENT,2018,
BPH000651,Antimicrobial activity and phytochemical screening of cyphostema adenocaule (Vitaceae),2018,
